id,split,type,doc_label,n_fields,tampered_idxs,tampered_boxes,status
5e58560bbd5e4add81ec01b6ef78680b,train,BENIN/DL,1,22,[3],"[[873.0, 771.0, 1157.0, 806.0]]",done
036cf79594574536b75f0ff56a4aa5b3,train,BENIN/DL,1,20,[14],"[[764.0, 387.0, 1326.0, 421.0]]",done
25bb7e31ec0141838d002d59f56f414d,train,BENIN/DL,1,20,[2],"[[873.0, 771.0, 1159.0, 806.0]]",done
5bd0e5094060404d9032ef0c1c95974a,train,BENIN/DL,1,20,[2],"[[872.0, 771.0, 1156.0, 806.0]]",done
d0ad189a323c447290f5454043190b03,train,BENIN/DL,1,21,[14],"[[764.0, 388.0, 908.0, 424.0]]",done
894b638a581b4b60aa78542684833ede,train,BENIN/DL,1,20,[13],"[[766.0, 388.0, 938.0, 423.0]]",done
8209df1cae6a417c9072a51848d712cb,train,BENIN/DL,1,19,[16],"[[764.0, 327.0, 1217.0, 367.0]]",done
6ff78565c5a54e298c9914f0271d3cba,train,BENIN/DL,1,20,[12],"[[487.0, 441.0, 1103.0, 484.0]]",done
14b0d6d4b14c4c899ee55b6f79cb3d7b,train,BENIN/DL,1,20,[2],"[[877.0, 771.0, 1123.0, 806.0]]",done
56f0129764d348899825d3450f0fed61,train,BENIN/DL,1,21,[3],"[[875.0, 771.0, 1121.0, 806.0]]",done
fa2b071829f548cbb8b4484fe75f2347,train,BENIN/DL,1,20,[14],"[[766.0, 383.0, 1260.0, 423.0]]",done
9d227d3d84fe4e5dbd6fd86d313e633b,train,BENIN/DL,1,20,[3],"[[873.0, 771.0, 1159.0, 806.0]]",done
9f602f68cccd449c875b2f8b7257b6e1,train,BENIN/DL,1,20,[13],"[[768.0, 388.0, 1014.0, 423.0]]",done
a2ae30045a194be98f7ec915782a9226,train,BENIN/DL,1,20,[2],"[[878.0, 771.0, 1161.0, 806.0]]",done
c39174456f554af3a9e1af8e9c15dcff,train,BENIN/DL,1,20,[2],"[[875.0, 771.0, 1121.0, 806.0]]",done
2c87191b98b441ffabeea0b18ed38e08,train,BENIN/DL,1,19,[12],"[[487.0, 441.0, 1103.0, 482.0]]",done
0149004da5bb46a0b2c3455bde722621,train,BENIN/DL,1,22,[18],"[[764.0, 326.0, 968.0, 367.0]]",done
88d8ef24f4ef4b2c9d393726e9efe32d,train,BENIN/DL,1,20,[13],"[[930.0, 444.0, 1100.0, 479.0]]",done
2290294ea2084faf817b86a566da9bf9,train,BENIN/DL,1,21,[14],"[[768.0, 390.0, 1197.0, 419.0]]",done
4dc4b359efc54ef7b79050086d57078c,train,BENIN/DL,1,20,[2],"[[875.0, 771.0, 1162.0, 806.0]]",done
ccc6c58c860247f3aa31c6ea485d1a40,train,BENIN/DL,1,23,[16],"[[763.0, 387.0, 890.0, 423.0]]",done
92af0a1e62f1409d8b70ed8a9c80aec1,train,BENIN/DL,1,22,[14],"[[487.0, 441.0, 1101.0, 484.0]]",done
67ed56f04a1e48418a160784b2dee535,train,BENIN/DL,1,20,[13],"[[764.0, 386.0, 1341.0, 423.0]]",done
0a4601ee233345fcad4527cdb6c8bdd6,train,BENIN/DL,1,21,[3],"[[875.0, 771.0, 1123.0, 806.0]]",done
c256a7dd2d8a4d00aedd6330b5bf2714,train,BENIN/DL,1,20,[3],"[[873.0, 771.0, 1159.0, 806.0]]",done
837c27c0dd5b4c3481024e412dd23859,train,BENIN/DL,1,21,[15],"[[756.0, 383.0, 946.0, 424.0]]",done
73bd9cfde5964e30bbb15b78ba40b9b3,train,BENIN/DL,1,19,[13],"[[764.0, 387.0, 1134.0, 421.0]]",done
8e88d718082c420a8a262ca9c97fde6e,train,BENIN/DL,1,21,[17],"[[763.0, 326.0, 918.0, 368.0]]",done
9a53db71b622485ca857ca64a964d0d8,train,BENIN/DL,1,19,[12],"[[487.0, 441.0, 1103.0, 484.0]]",done
37f3d4abab6b42968d1ae596c635bd9f,train,BENIN/DL,1,22,[18],"[[766.0, 326.0, 1063.0, 367.0]]",done
be2ee1febdf54878a728e535c90becab,train,BENIN/DL,1,20,[12],"[[487.0, 441.0, 1101.0, 482.0]]",done
217bdde8cc804a47a0a5e756d3c28dce,train,BENIN/DL,1,20,[13],"[[766.0, 387.0, 1318.0, 421.0]]",done
0b810fefa4034c21868d9cee4d70c0a0,train,BENIN/DL,1,20,[12],"[[487.0, 441.0, 1103.0, 482.0]]",done
36e6c9c0c5c24fc2b8bd276445701cf6,train,BENIN/DL,1,22,[18],"[[763.0, 326.0, 992.0, 367.0]]",done
7a31ec4ea7f346d3acf03f2aef7db2bf,train,BENIN/DL,1,21,[13],"[[930.0, 444.0, 1103.0, 479.0]]",done
4c7f01a612bf4b8d95dc7e209d2a6754,train,BENIN/DL,1,22,[15],"[[759.0, 388.0, 1045.0, 423.0]]",done
9c3fb2c2d32a4145bc4a723509559dac,train,BENIN/DL,1,20,[16],"[[761.0, 324.0, 1068.0, 369.0]]",done
17253cf86ff447fc96541a30b71db25d,train,BENIN/DL,1,22,[15],"[[766.0, 388.0, 1251.0, 423.0]]",done
78ad6390f5424aef996b69a73187900d,train,BENIN/DL,1,19,[16],"[[764.0, 326.0, 1144.0, 367.0]]",done
23a03dd743654218b5891b3f966759e3,train,BENIN/DL,1,20,[2],"[[875.0, 771.0, 1162.0, 806.0]]",done
9eac1d9e8e5f4907bacbf8b4674b9f70,train,BENIN/DL,1,20,[12],"[[487.0, 441.0, 1101.0, 482.0]]",done
6c650c0170264c25834903401ff80484,train,BENIN/DL,1,20,[14],"[[761.0, 385.0, 1081.0, 424.0]]",done
bbe9b37745b144d5abb121923898922e,train,BENIN/DL,1,20,[2],"[[877.0, 771.0, 1156.0, 806.0]]",done
a404868ddcf94bd8857f457f01c626be,train,BENIN/DL,1,20,[16],"[[763.0, 327.0, 1083.0, 367.0]]",done
97a5638a60cf4741a8b18c1f91412af0,train,BENIN/DL,1,19,[13],"[[764.0, 388.0, 1086.0, 423.0]]",done
8c41c11f5db748cc88eae5a71aefc53b,train,BENIN/DL,1,20,[16],"[[763.0, 326.0, 969.0, 367.0]]",done
41d7fada1a96476cb1ad2b3bce2ebd64,train,BENIN/DL,1,19,[16],"[[763.0, 326.0, 905.0, 368.0]]",done
3ab4e66f87e94c708d78ef6e4a477eb2,train,BENIN/DL,1,20,[2],"[[873.0, 771.0, 1121.0, 806.0]]",done
dbb92145118c4ddf997e48e22c466423,train,BENIN/DL,1,20,[2],"[[877.0, 771.0, 1169.0, 806.0]]",done
728ff779e28a42c6ad898f5e833cef3d,train,BENIN/DL,1,22,[14],"[[487.0, 441.0, 1105.0, 482.0]]",done
e7d3a3f87cd44742a9cd9e317d787b02,train,BENIN/DL,1,20,[13],"[[730.0, 387.0, 1473.0, 421.0]]",done
9341b6addb4e4cee9faba1ddad5d6148,train,BENIN/DL,1,20,[2],"[[878.0, 771.0, 1161.0, 806.0]]",done
a0c8ad0c49b94debb969b447748a6a51,train,BENIN/DL,1,20,[16],"[[763.0, 326.0, 943.0, 367.0]]",done
1bb7fa523ece47299a320e88f33299a8,train,BENIN/DL,1,20,[16],"[[764.0, 326.0, 1159.0, 365.0]]",done
556cede98bf340e7ad5517f76691172e,train,BENIN/DL,1,20,[16],"[[763.0, 327.0, 974.0, 368.0]]",done
29445057f05e4c939d291c589855c07b,train,BENIN/DL,1,22,[18],"[[763.0, 326.0, 946.0, 367.0]]",done
46c979122467492e863a1c7b1bfb611e,train,BENIN/DL,1,21,[18],"[[768.0, 326.0, 913.0, 368.0]]",done
7b3b9fdef14c4758a4bab2402771b18a,train,BENIN/DL,1,20,[16],"[[761.0, 324.0, 857.0, 368.0]]",done
773ee9e1bace40f39dfbbc53e12805fe,train,BENIN/DL,1,19,[16],"[[764.0, 326.0, 1091.0, 367.0]]",done
730fecad3c144241914737580cfb68ca,train,BENIN/DL,1,20,[2],"[[875.0, 771.0, 1133.0, 806.0]]",done
acdc7f116b624c67a267e8657e6e9628,train,BENIN/DL,1,20,[12],"[[489.0, 442.0, 1100.0, 480.0]]",done
6edebdf618de427e8986655e86b05227,train,BENIN/DL,1,21,[14],"[[766.0, 387.0, 921.0, 423.0]]",done
b6c8a58e0afc4ff68973d78fb4296eba,train,BENIN/DL,1,22,[4],"[[877.0, 771.0, 1124.0, 806.0]]",done
b7796058241248d09ac78e452c43d15c,train,BENIN/DL,1,19,[16],"[[763.0, 321.0, 1123.0, 367.0]]",done
72e9c08a8a1f4d22bd94206b54d49daf,train,BENIN/DL,1,20,[2],"[[872.0, 771.0, 1159.0, 806.0]]",done
8acb5437c0614f019664a499c04f8bdc,train,BENIN/DL,1,20,[12],"[[487.0, 441.0, 1100.0, 482.0]]",done
4c5c60a904b64798b69547139e03fb2b,train,BENIN/DL,1,21,[3],"[[878.0, 771.0, 1171.0, 806.0]]",done
3cb252653aba4a399141ea79918150a6,train,BENIN/DL,1,22,[4],"[[877.0, 771.0, 1124.0, 806.0]]",done
8a63cd13434b4316b5452cfe23231499,train,BENIN/DL,1,22,[18],"[[766.0, 326.0, 971.0, 367.0]]",done
05b37e505ed64f2d90158928e5a59692,train,BENIN/DL,1,20,[13],"[[764.0, 388.0, 1157.0, 423.0]]",done
ee3f70fd9210477aba56c5efca123135,train,BENIN/DL,1,22,[4],"[[877.0, 771.0, 1121.0, 806.0]]",done
4f565effeaec4a6e806f1c8066817bfe,train,BENIN/DL,1,20,[12],"[[487.0, 441.0, 1101.0, 484.0]]",done
5bacb46622be4d61af77fce821bd7691,train,BENIN/DL,1,20,[16],"[[763.0, 321.0, 1052.0, 367.0]]",done
3745afad5f504dc4b19fd48b0c051fc6,train,BENIN/DL,1,20,[2],"[[873.0, 771.0, 1154.0, 806.0]]",done
d4a6be7471a2476cae04c73b35b661ec,train,BENIN/DL,1,19,[13],"[[766.0, 390.0, 1068.0, 419.0]]",done
92ad60ac4d844f6d851c647685f741a0,train,BENIN/DL,1,20,[12],"[[487.0, 441.0, 1105.0, 482.0]]",done
e4b30e12322e4b1daf7d1da0e86635c7,train,BENIN/DL,1,21,[17],"[[763.0, 327.0, 938.0, 368.0]]",done
f313fc12c6c0484ebed1fc8a26bef6f5,train,BENIN/DL,1,20,[2],"[[875.0, 771.0, 1123.0, 806.0]]",done
8aee5ba6a832400c8ba68135f2573887,train,BENIN/DL,1,20,[13],"[[768.0, 388.0, 1116.0, 423.0]]",done
e35e510dcf8c4118888d7e10761513f7,train,BENIN/DL,1,19,[16],"[[764.0, 327.0, 1111.0, 367.0]]",done
fcd00fe863414e8383c4e8678b891f3f,train,BENIN/DL,1,20,[13],"[[761.0, 387.0, 1260.0, 421.0]]",done
92448d45f5b448408a8defcc0ae53323,train,BENIN/DL,1,22,[14],"[[487.0, 441.0, 1105.0, 482.0]]",done
11d0449b3c4749ecab018d1a1a696e56,train,BENIN/DL,1,22,[18],"[[764.0, 326.0, 916.0, 368.0]]",done
139d0b09d0ec42d38e5904da328628c3,train,BENIN/DL,1,20,[13],"[[763.0, 388.0, 949.0, 423.0]]",done
694c7aa26fa8485c964ff8b60ae44c10,train,BENIN/DL,1,20,[13],"[[764.0, 388.0, 1247.0, 423.0]]",done
7f97e43f8fe94f5ababcf6c045c67407,train,BENIN/DL,1,19,[2],"[[873.0, 771.0, 1157.0, 806.0]]",done
cb938458ea6e47c18e9e880c55a67331,train,BENIN/DL,1,20,[14],"[[764.0, 385.0, 991.0, 421.0]]",done
e77bb827f96e4b89bf9c46c85e6ab8c6,train,BENIN/DL,1,20,[12],"[[487.0, 441.0, 1103.0, 482.0]]",done
41c2d7ea14b24a17a2454c65d7ccb0ef,train,BENIN/DL,1,20,[2],"[[878.0, 771.0, 1123.0, 806.0]]",done
c0aa5b2855714fa28d0b36ee221a7265,train,BENIN/DL,1,21,[15],"[[764.0, 383.0, 890.0, 424.0]]",done
5aae5d998e464f32a37038338372aac5,train,BENIN/DL,1,20,[16],"[[763.0, 326.0, 910.0, 368.0]]",done
c93a250a187f43c6bb2b329737f7c7f0,train,BENIN/DL,1,20,[12],"[[487.0, 441.0, 1101.0, 482.0]]",done
d3d0c2c68ce04fedb6085978d954454c,train,BENIN/DL,1,20,[12],"[[489.0, 442.0, 1101.0, 480.0]]",done
840588d376a34e3893c497353691c3ba,train,BENIN/DL,1,23,[19],"[[763.0, 327.0, 1119.0, 367.0]]",done
409002c1dd0b47bc808a74ae7d5290ca,train,BENIN/DL,1,21,[14],"[[768.0, 388.0, 1157.0, 423.0]]",done
a24d5aebfc5c42fcbd22d22a730f0708,train,BENIN/DL,1,20,[2],"[[873.0, 771.0, 1157.0, 806.0]]",done
7e6a6b1f2892492187f9e18d37c33c63,train,BENIN/DL,1,20,[16],"[[766.0, 319.0, 984.0, 367.0]]",done
bd43a9c96e79429c90d75a5795bb671d,train,BENIN/DL,1,21,[17],"[[766.0, 326.0, 1190.0, 367.0]]",done
f8c347073dd34a22a4ec744e9d92cc56,train,BENIN/DL,1,19,[13],"[[764.0, 388.0, 933.0, 423.0]]",done
ca14aff8564c4243bb03f3dcbff02ea7,train,BENIN/DL,1,20,[16],"[[766.0, 326.0, 933.0, 368.0]]",done
1ec09daac71a49948ce0de84176c93c9,train,BENIN/DL,1,19,[16],"[[768.0, 327.0, 1116.0, 367.0]]",done
02c6b73714c04f7996c393ddc91342c5,train,BENIN/DL,1,20,[13],"[[763.0, 385.0, 1415.0, 424.0]]",done
4cb62072764d4d9eb8a057e24a561db3,train,BENIN/DL,1,22,[4],"[[878.0, 771.0, 1156.0, 806.0]]",done
206a5b9af8ff487aab6bc91525a84e74,train,BENIN/DL,1,19,[2],"[[878.0, 771.0, 1121.0, 806.0]]",done
ef7873e4740c485ab971dc7f839ac85c,train,BENIN/DL,1,20,[12],"[[487.0, 441.0, 1101.0, 484.0]]",done
78fce93226134000adfb9ab8bb239c36,train,BENIN/DL,1,23,[15],"[[933.0, 444.0, 1101.0, 479.0]]",done
b551b8273f894093abe80ed915b5f064,train,BENIN/DL,1,20,[16],"[[764.0, 327.0, 1209.0, 367.0]]",done
ef054fa16a7248c7b674afd2e78a059f,train,BENIN/DL,1,20,[2],"[[877.0, 771.0, 1167.0, 806.0]]",done
564209946e654cb3ae7a092d200c7717,train,BENIN/DL,1,20,[13],"[[768.0, 390.0, 1276.0, 419.0]]",done
e5f68bc7f409440aa37685738184bb86,train,BENIN/DL,1,19,[16],"[[764.0, 329.0, 989.0, 365.0]]",done
36c9447d9a1d43ec918fa1a4d7170cf4,train,BENIN/DL,1,20,[2],"[[875.0, 771.0, 1123.0, 806.0]]",done
12c688a5be554e9b8c000d015976738a,train,BENIN/DL,1,20,[14],"[[764.0, 387.0, 920.0, 423.0]]",done
face03357ac24b59bcca34c23da430f6,train,BENIN/DL,1,21,[17],"[[763.0, 326.0, 931.0, 367.0]]",done
611c57f08e1244ddbfc7c74be01abd9d,train,BENIN/DL,1,19,[13],"[[763.0, 390.0, 1247.0, 419.0]]",done
ba0fe6aa4fbc43d5996b514d93d395ca,train,BENIN/DL,1,21,[3],"[[875.0, 771.0, 1154.0, 806.0]]",done
7a47b2b6c3a544f0a7702a59d0577df3,train,BENIN/DL,1,20,[16],"[[766.0, 326.0, 1114.0, 367.0]]",done
6ada9df81fcb4ff29b95af80ee8e5a65,train,BENIN/DL,1,20,[2],"[[873.0, 771.0, 1157.0, 806.0]]",done
b71b1b88ca364e9b9dec424ccd3b54ad,train,BENIN/DL,1,21,[14],"[[768.0, 390.0, 885.0, 421.0]]",done
1c4efb4a408145dbb26c4ceb28822330,train,BENIN/DL,1,22,[18],"[[764.0, 321.0, 926.0, 368.0]]",done
a71bfae9812941558343e80257b9f03b,train,BENIN/DL,1,19,[16],"[[763.0, 324.0, 1167.0, 369.0]]",done
b3f4bf03e08a45cdad7393de194b76d7,train,BENIN/DL,1,20,[13],"[[768.0, 388.0, 1390.0, 423.0]]",done
ea33fac036a04493ad9f142642e4fbe0,train,BENIN/DL,1,19,[2],"[[873.0, 771.0, 1154.0, 806.0]]",done
fcc79f160d204ac08612305e94d3fe43,train,BENIN/DL,1,21,[13],"[[487.0, 441.0, 1103.0, 484.0]]",done
dbb5704c424b48b4948d5616429d58cc,train,BENIN/DL,1,20,[12],"[[487.0, 441.0, 1098.0, 484.0]]",done
166295a770ae43d8b486dd4b155b6aa1,train,BENIN/DL,1,21,[13],"[[930.0, 444.0, 1100.0, 479.0]]",done
5f40f59f9a8341b6aac66c58f173b680,train,BENIN/DL,1,21,[14],"[[487.0, 441.0, 1103.0, 484.0]]",done
cf9b9d01e0494118948afed25b12ec3a,train,BENIN/DL,1,20,[16],"[[764.0, 327.0, 1078.0, 367.0]]",done
324aebcd3a9d4df7964bbcf711d1762e,train,BENIN/DL,1,21,[14],"[[766.0, 390.0, 1448.0, 419.0]]",done
fb007fa758514003938f918f6db401ce,train,BENIN/DL,1,20,[13],"[[763.0, 385.0, 1062.0, 424.0]]",done
9385859ac7c94e4da707248726220042,train,BENIN/DL,1,20,[16],"[[766.0, 326.0, 938.0, 367.0]]",done
a982a32397134753b664662797b0a73a,train,BENIN/DL,1,22,[15],"[[766.0, 387.0, 893.0, 423.0]]",done
a287d4aa57764b6eaaaac7a2fe3089c7,train,BENIN/DL,1,20,[2],"[[875.0, 771.0, 1124.0, 806.0]]",done
506adcef7adf439fb82795d0d480c7a4,train,BENIN/DL,1,20,[2],"[[877.0, 771.0, 1124.0, 806.0]]",done
61c80fa61ee8419fabefd116255df807,train,BENIN/DL,1,20,[12],"[[487.0, 441.0, 1103.0, 484.0]]",done
48ad9ecb51d24364bbbb035186b28f47,train,BENIN/DL,1,20,[12],"[[489.0, 442.0, 1101.0, 480.0]]",done
6d9ccc43085c43c3b06990bd09e34c35,train,BENIN/DL,1,22,[18],"[[766.0, 326.0, 1197.0, 367.0]]",done
59289695f3b0406d9852846212bebe51,train,BENIN/DL,1,20,[2],"[[873.0, 771.0, 1162.0, 806.0]]",done
cf5d4c945d614963b2467b9cae5d6d1c,train,BENIN/DL,1,20,[2],"[[873.0, 771.0, 1118.0, 806.0]]",done
03c523b387b642309ae1d208cbefa057,train,BENIN/DL,1,20,[2],"[[872.0, 771.0, 1157.0, 806.0]]",done
5c24d1eff67840b08f4fdac93f030668,train,BENIN/DL,1,21,[17],"[[766.0, 326.0, 877.0, 368.0]]",done
420ddb6c84184b71933a74d4e5b78fbf,train,BENIN/DL,1,20,[16],"[[764.0, 326.0, 1111.0, 365.0]]",done
27d9fa4456a8477fa8c7580ee588ea58,train,BENIN/DL,1,22,[14],"[[487.0, 441.0, 1103.0, 484.0]]",done
50b9feaf590a4ae5aa1c179334e633db,train,BENIN/DL,1,20,[16],"[[764.0, 326.0, 1103.0, 367.0]]",done
445903be08674bd4b243c3558c61cba9,train,BENIN/DL,1,19,[12],"[[487.0, 441.0, 1101.0, 484.0]]",done
41b8f18c9522408bab9286aac53d8dab,train,BENIN/DL,1,20,[12],"[[487.0, 441.0, 1103.0, 484.0]]",done
5288bb5c824245b8bf5c952b7a41aa62,train,BENIN/DL,1,21,[3],"[[873.0, 771.0, 1144.0, 806.0]]",done
373b7070e27945b1a959f0af3b120151,train,BENIN/DL,1,19,[2],"[[875.0, 771.0, 1143.0, 806.0]]",done
b4f7efcdbed944e9b04f46dc129beac8,train,BENIN/DL,1,20,[16],"[[763.0, 326.0, 905.0, 368.0]]",done
9805271b05774544985fa275796f50e1,train,BENIN/DL,1,20,[16],"[[768.0, 329.0, 999.0, 365.0]]",done
2d86d6abb6394da494b341dc4a9b2587,train,BENIN/DL,1,20,[12],"[[487.0, 439.0, 1100.0, 484.0]]",done
05bc74323f5c42f4bde489ef7d9fc260,train,BENIN/DL,1,21,[17],"[[768.0, 326.0, 1174.0, 367.0]]",done
b3d1d4bbf506494c8403f35797d29c7c,train,BENIN/DL,1,22,[14],"[[487.0, 441.0, 1103.0, 484.0]]",done
0c628583c5d4467f8e22d8652d48cea5,train,BENIN/DL,1,21,[13],"[[487.0, 441.0, 1101.0, 482.0]]",done
27306ae542c5436cb72df580b060c449,train,BENIN/DL,1,20,[12],"[[487.0, 441.0, 1101.0, 484.0]]",done
cc5db6ff221f4b7f88cea848695c13d5,train,BENIN/DL,1,20,[16],"[[766.0, 326.0, 1205.0, 367.0]]",done
0583c3caed1147bfb7c435cbf48850dc,train,BENIN/DL,1,20,[12],"[[487.0, 441.0, 1103.0, 484.0]]",done
850e6a891b964295a05a665b795feebc,train,BENIN/DL,1,21,[3],"[[877.0, 771.0, 1159.0, 806.0]]",done
5a86ad9eaaa74e7dba711d2e1f1ab36e,train,BENIN/DL,1,20,[2],"[[877.0, 771.0, 1124.0, 806.0]]",done
2f3c21248f8b4e27846f792b1860fac8,train,BENIN/DL,1,19,[12],"[[487.0, 441.0, 1101.0, 482.0]]",done
b609009683124dfd9b4d35acf2718ab8,train,BENIN/DL,1,21,[14],"[[759.0, 390.0, 1187.0, 419.0]]",done
0e5e9cf91f894d6e8accf0157b24050b,train,BENIN/DL,1,21,[3],"[[875.0, 771.0, 1121.0, 806.0]]",done
9c0b56ba57c14df5b149adea71b65cbd,train,BENIN/DL,1,22,[18],"[[763.0, 322.0, 1083.0, 368.0]]",done
745df8a465a843c1ae2da4b6d90b8822,train,BENIN/DL,1,21,[14],"[[764.0, 388.0, 1202.0, 423.0]]",done
de18881959994b568fa0f9d24969e243,train,BENIN/DL,1,20,[12],"[[489.0, 442.0, 1101.0, 480.0]]",done
49cacff8b18a487d96e2043b92b2bd86,train,BENIN/DL,1,21,[13],"[[930.0, 444.0, 1101.0, 480.0]]",done
cacf7507f22947afbb1a6af435b8d619,train,BENIN/DL,1,20,[2],"[[875.0, 771.0, 1156.0, 806.0]]",done
f9d9d12ac8c647b993c00894e3000961,train,BENIN/DL,1,20,[13],"[[761.0, 388.0, 1149.0, 423.0]]",done
bbc79dffa32a4c1bb69a20a56024e3c1,train,BENIN/DL,1,20,[14],"[[766.0, 388.0, 941.0, 423.0]]",done
cfefb1df2de641f6ba75b367dfef8fc8,train,BENIN/DL,1,21,[3],"[[880.0, 771.0, 1156.0, 806.0]]",done
3704880bbd2149c78f4303a48086d80e,train,BENIN/DL,1,20,[12],"[[487.0, 441.0, 1103.0, 484.0]]",done
fb5023f06c854c1da54b111d0e305a6a,train,BENIN/DL,1,20,[3],"[[875.0, 771.0, 1159.0, 806.0]]",done
a740f9e20aa44101babbca092c07792f,train,BENIN/DL,1,22,[15],"[[751.0, 385.0, 1427.0, 423.0]]",done
b15c39e2f61f4a4eae79ec053ea79c8e,train,BENIN/DL,1,19,[2],"[[875.0, 771.0, 1123.0, 806.0]]",done
9a3a8ad91f5d4cc38c3aea091f82dd4f,train,BENIN/DL,1,21,[17],"[[763.0, 326.0, 944.0, 367.0]]",done
13ee2447af4346bdac4ee7b5ac1b9792,train,BENIN/DL,1,21,[15],"[[766.0, 383.0, 1273.0, 423.0]]",done
